event_id,message_id,event_type,event_at
132,53,sent,2025-03-01 19:00:00
133,53,delivered,2025-03-01 19:37:00
134,53,opened,2025-03-01 23:26:00
135,53,clicked,2025-03-02 01:23:00
136,54,sent,2025-03-01 14:00:00
137,54,delivered,2025-03-01 14:25:00
138,54,opened,2025-03-01 17:20:00
139,55,sent,2025-03-02 13:00:00
140,55,delivered,2025-03-02 13:42:00
141,56,sent,2025-03-02 18:00:00
142,56,delivered,2025-03-02 18:58:00
143,57,sent,2025-03-01 15:00:00
144,57,delivered,2025-03-01 15:47:00
145,58,sent,2025-03-02 18:00:00
146,58,delivered,2025-03-02 18:17:00
147,58,opened,2025-03-02 21:57:00
148,58,clicked,2025-03-02 23:08:00
149,59,sent,2025-03-01 15:00:00
150,59,delivered,2025-03-01 15:50:00
151,59,opened,2025-03-01 19:32:00
152,59,clicked,2025-03-01 22:45:00
153,60,sent,2025-03-02 16:00:00
154,60,delivered,2025-03-02 16:08:00
155,60,opened,2025-03-02 18:46:00
156,60,clicked,2025-03-02 20:17:00
157,61,sent,2025-03-02 14:00:00
158,61,delivered,2025-03-02 14:41:00
159,61,opened,2025-03-02 14:45:00
160,62,sent,2025-03-01 08:00:00
161,62,delivered,2025-03-01 08:18:00
162,62,clicked,2025-03-01 10:11:00
163,63,sent,2025-03-02 15:00:00
164,63,delivered,2025-03-02 15:23:00
165,64,sent,2025-03-01 11:00:00
166,64,delivered,2025-03-01 11:38:00
167,65,sent,2025-03-02 09:00:00
168,65,delivered,2025-03-02 09:39:00
169,66,sent,2025-03-02 17:00:00
170,66,delivered,2025-03-02 17:03:00
171,66,clicked,2025-03-02 20:21:00
172,67,sent,2025-03-01 10:00:00
173,67,delivered,2025-03-01 10:09:00
174,67,opened,2025-03-01 12:23:00
175,68,sent,2025-03-01 10:00:00
176,68,delivered,2025-03-01 10:23:00
177,68,opened,2025-03-01 13:00:00
178,69,sent,2025-03-01 11:00:00
179,69,delivered,2025-03-01 11:50:00
180,70,sent,2025-03-02 17:00:00
181,70,delivered,2025-03-02 17:56:00
182,71,sent,2025-03-01 10:00:00
183,71,delivered,2025-03-01 10:51:00
184,71,opened,2025-03-01 14:00:00
185,72,sent,2025-03-02 19:00:00
186,73,sent,2025-03-02 15:00:00
187,73,delivered,2025-03-02 15:52:00
188,73,opened,2025-03-02 17:49:00
189,74,sent,2025-03-02 13:00:00
190,74,delivered,2025-03-02 13:57:00
191,74,opened,2025-03-02 14:41:00
192,75,sent,2025-03-02 19:00:00
193,75,delivered,2025-03-02 19:04:00
194,75,opened,2025-03-02 21:50:00
195,76,sent,2025-03-02 17:00:00
196,76,delivered,2025-03-02 17:53:00
197,77,sent,2025-03-02 13:00:00
198,77,delivered,2025-03-02 13:09:00
199,77,opened,2025-03-02 13:31:00
200,78,sent,2025-03-01 16:00:00
201,78,delivered,2025-03-01 16:50:00
202,79,sent,2025-03-01 16:00:00
203,80,sent,2025-03-01 11:00:00
204,80,delivered,2025-03-01 11:42:00
205,80,clicked,2025-03-01 14:23:00
206,81,sent,2025-03-01 17:00:00
207,81,delivered,2025-03-01 17:01:00
208,81,opened,2025-03-01 20:59:00
209,82,sent,2025-03-02 11:00:00
210,82,delivered,2025-03-02 11:39:00
211,82,opened,2025-03-02 13:09:00
212,82,clicked,2025-03-02 13:42:00
213,83,sent,2025-03-02 19:00:00
214,83,delivered,2025-03-02 19:34:00
215,84,sent,2025-03-01 16:00:00
216,84,delivered,2025-03-01 16:32:00
217,84,opened,2025-03-01 16:39:00
218,85,sent,2025-03-02 16:00:00
219,85,delivered,2025-03-02 16:35:00
220,86,sent,2025-03-02 18:00:00
221,86,delivered,2025-03-02 18:21:00
222,87,sent,2025-03-01 17:00:00
223,87,delivered,2025-03-01 17:14:00
224,88,sent,2025-03-02 17:00:00
225,88,delivered,2025-03-02 17:24:00
226,89,sent,2025-03-01 14:00:00
227,89,delivered,2025-03-01 14:10:00
228,89,opened,2025-03-01 17:36:00
229,89,clicked,2025-03-01 20:48:00
230,90,sent,2025-03-02 12:00:00
231,90,delivered,2025-03-02 12:41:00
232,90,opened,2025-03-02 16:05:00
233,91,sent,2025-03-01 11:00:00
234,91,delivered,2025-03-01 11:14:00
235,92,sent,2025-03-01 13:00:00
236,92,delivered,2025-03-01 13:51:00
237,93,sent,2025-03-02 11:00:00
238,93,delivered,2025-03-02 11:33:00
239,94,sent,2025-03-01 19:00:00
240,94,delivered,2025-03-01 19:17:00
241,95,sent,2025-03-02 09:00:00
242,95,delivered,2025-03-02 09:37:00
243,96,sent,2025-03-02 10:00:00
244,96,delivered,2025-03-02 10:30:00
245,97,sent,2025-03-01 16:00:00
246,97,delivered,2025-03-01 16:41:00
247,97,opened,2025-03-01 17:56:00
248,98,sent,2025-03-02 14:00:00
249,98,delivered,2025-03-02 14:09:00
250,99,sent,2025-03-01 10:00:00
251,99,delivered,2025-03-01 10:05:00
252,99,opened,2025-03-01 12:08:00
253,100,sent,2025-03-02 08:00:00
254,100,delivered,2025-03-02 08:53:00
255,100,clicked,2025-03-02 11:02:00
256,101,sent,2025-03-02 14:00:00
257,101,delivered,2025-03-02 14:37:00
258,102,sent,2025-03-02 08:00:00
259,102,delivered,2025-03-02 08:15:00
260,102,opened,2025-03-02 10:05:00
261,102,clicked,2025-03-02 10:20:00
262,103,sent,2025-03-01 18:00:00
263,103,delivered,2025-03-01 18:10:00
264,104,sent,2025-03-01 08:00:00
265,104,delivered,2025-03-01 08:16:00
266,105,sent,2025-03-02 08:00:00
267,106,sent,2025-03-02 10:00:00
268,106,delivered,2025-03-02 10:32:00
269,106,opened,2025-03-02 13:37:00
270,107,sent,2025-03-02 19:00:00
271,107,delivered,2025-03-02 19:07:00
272,107,opened,2025-03-02 21:11:00
273,108,sent,2025-03-02 15:00:00
274,108,delivered,2025-03-02 15:50:00
275,109,sent,2025-03-02 09:00:00
276,109,delivered,2025-03-02 09:37:00
277,109,opened,2025-03-02 11:03:00
278,110,sent,2025-03-02 15:00:00
279,110,delivered,2025-03-02 15:19:00
280,111,sent,2025-03-02 12:00:00
281,111,delivered,2025-03-02 12:40:00
282,112,sent,2025-03-02 08:00:00
283,112,delivered,2025-03-02 08:43:00
284,113,sent,2025-03-01 11:00:00
285,113,delivered,2025-03-01 11:30:00
286,114,sent,2025-03-02 14:00:00
287,114,delivered,2025-03-02 14:28:00
288,115,sent,2025-03-02 11:00:00
289,115,delivered,2025-03-02 11:48:00
290,116,sent,2025-03-02 15:00:00
291,116,delivered,2025-03-02 15:24:00
292,116,opened,2025-03-02 18:42:00
293,117,sent,2025-03-02 09:00:00
294,118,sent,2025-03-01 13:00:00
295,118,delivered,2025-03-01 13:20:00
296,119,sent,2025-03-02 19:00:00
297,119,delivered,2025-03-02 19:45:00
298,119,opened,2025-03-02 23:14:00
299,120,sent,2025-03-02 10:00:00
300,120,delivered,2025-03-02 10:52:00
301,120,opened,2025-03-02 12:19:00
302,121,sent,2025-03-02 13:00:00
303,121,delivered,2025-03-02 13:07:00
304,121,opened,2025-03-02 15:16:00
305,121,clicked,2025-03-02 16:05:00
306,122,sent,2025-03-01 16:00:00
307,122,delivered,2025-03-01 16:29:00
308,122,opened,2025-03-01 17:29:00
309,122,clicked,2025-03-01 19:20:00
310,123,sent,2025-03-01 19:00:00
311,123,delivered,2025-03-01 19:07:00
312,124,sent,2025-03-01 09:00:00
313,124,delivered,2025-03-01 09:10:00
314,125,sent,2025-03-01 15:00:00
315,125,delivered,2025-03-01 15:43:00
316,125,clicked,2025-03-01 17:43:00
317,126,sent,2025-03-02 10:00:00
318,126,delivered,2025-03-02 10:52:00
319,126,opened,2025-03-02 13:58:00
320,126,clicked,2025-03-02 14:35:00
321,127,sent,2025-03-02 17:00:00
322,127,delivered,2025-03-02 17:02:00
323,127,opened,2025-03-02 18:02:00
324,128,sent,2025-03-01 11:00:00
325,128,delivered,2025-03-01 11:02:00
326,128,opened,2025-03-01 14:54:00
327,129,sent,2025-03-02 08:00:00
328,129,delivered,2025-03-02 08:38:00
329,129,opened,2025-03-02 12:24:00
330,130,sent,2025-03-01 09:00:00
331,130,delivered,2025-03-01 09:17:00
332,130,opened,2025-03-01 13:00:00
333,130,clicked,2025-03-01 16:12:00
334,131,sent,2025-03-02 12:00:00
335,131,delivered,2025-03-02 12:17:00
336,132,sent,2025-03-02 09:00:00
337,132,delivered,2025-03-02 09:48:00
338,133,sent,2025-03-02 16:00:00
339,133,delivered,2025-03-02 16:51:00
340,134,sent,2025-03-01 16:00:00
341,134,delivered,2025-03-01 16:03:00
342,135,sent,2025-03-02 17:00:00
343,135,delivered,2025-03-02 17:07:00
344,136,sent,2025-03-02 08:00:00
345,136,delivered,2025-03-02 08:44:00
346,137,sent,2025-03-02 12:00:00
347,137,delivered,2025-03-02 12:09:00
348,138,sent,2025-03-02 11:00:00
349,138,delivered,2025-03-02 11:35:00
350,139,sent,2025-03-02 19:00:00
351,139,delivered,2025-03-02 19:47:00
352,139,opened,2025-03-02 20:54:00
353,140,sent,2025-03-02 12:00:00
354,140,delivered,2025-03-02 12:08:00
355,141,sent,2025-03-02 13:00:00
356,141,delivered,2025-03-02 13:39:00
357,141,opened,2025-03-02 14:00:00
358,142,sent,2025-03-01 18:00:00
359,142,delivered,2025-03-01 18:23:00
360,142,opened,2025-03-01 20:54:00
361,142,clicked,2025-03-01 21:36:00
362,143,sent,2025-03-02 09:00:00
363,143,delivered,2025-03-02 09:41:00
364,144,sent,2025-03-02 18:00:00
365,144,delivered,2025-03-02 18:18:00
366,144,opened,2025-03-02 19:21:00
367,145,sent,2025-03-02 17:00:00
368,145,delivered,2025-03-02 17:20:00
369,146,sent,2025-03-01 15:00:00
370,146,delivered,2025-03-01 15:26:00
371,147,sent,2025-03-01 08:00:00
372,147,delivered,2025-03-01 08:22:00
373,148,sent,2025-03-02 13:00:00
374,148,delivered,2025-03-02 13:50:00
375,148,opened,2025-03-02 16:12:00
376,148,clicked,2025-03-02 20:06:00
377,149,sent,2025-03-02 16:00:00
378,149,delivered,2025-03-02 16:10:00
379,149,opened,2025-03-02 16:58:00
380,149,clicked,2025-03-02 19:17:00
381,150,sent,2025-03-02 19:00:00
382,150,delivered,2025-03-02 19:30:00
383,151,sent,2025-03-02 18:00:00
384,151,delivered,2025-03-02 18:47:00
385,152,sent,2025-03-01 17:00:00
386,152,delivered,2025-03-01 17:26:00
387,152,opened,2025-03-01 19:40:00
388,152,clicked,2025-03-01 22:55:00
389,153,sent,2025-03-01 19:00:00
390,153,delivered,2025-03-01 19:44:00
391,153,opened,2025-03-01 23:36:00
392,153,clicked,2025-03-02 02:53:00
393,154,sent,2025-03-02 13:00:00
394,154,delivered,2025-03-02 13:58:00
395,155,sent,2025-03-01 18:00:00
396,155,delivered,2025-03-01 18:53:00
397,155,opened,2025-03-01 22:16:00
398,156,sent,2025-03-02 09:00:00
399,156,delivered,2025-03-02 09:43:00
400,157,sent,2025-03-02 18:00:00
401,157,delivered,2025-03-02 18:43:00
402,158,sent,2025-03-01 19:00:00
403,158,delivered,2025-03-01 19:30:00
404,158,opened,2025-03-01 21:50:00
405,159,sent,2025-03-02 14:00:00
406,160,sent,2025-03-02 17:00:00
407,160,delivered,2025-03-02 17:18:00
408,161,sent,2025-03-02 14:00:00
409,161,delivered,2025-03-02 14:24:00
410,161,opened,2025-03-02 16:13:00
411,162,sent,2025-03-01 15:00:00
412,162,delivered,2025-03-01 15:08:00
413,163,sent,2025-03-01 17:00:00
414,163,delivered,2025-03-01 17:59:00
415,164,sent,2025-03-02 18:00:00
416,164,delivered,2025-03-02 18:44:00
417,165,sent,2025-03-02 13:00:00
418,165,delivered,2025-03-02 13:54:00
419,166,sent,2025-03-02 14:00:00
420,166,delivered,2025-03-02 14:35:00
421,167,sent,2025-03-01 10:00:00
422,167,delivered,2025-03-01 10:19:00
423,167,opened,2025-03-01 14:01:00
424,168,sent,2025-03-01 14:00:00
425,168,delivered,2025-03-01 14:24:00
426,168,opened,2025-03-01 16:04:00
427,169,sent,2025-03-01 19:00:00
428,169,delivered,2025-03-01 19:36:00
429,169,clicked,2025-03-01 20:05:00
430,170,sent,2025-03-02 16:00:00
431,170,delivered,2025-03-02 16:44:00
432,171,sent,2025-03-01 10:00:00
433,171,delivered,2025-03-01 10:16:00
434,171,clicked,2025-03-01 11:51:00
435,172,sent,2025-03-02 15:00:00
436,172,delivered,2025-03-02 15:02:00
437,173,sent,2025-03-01 09:00:00
438,173,delivered,2025-03-01 09:07:00
439,174,sent,2025-03-02 15:00:00
440,174,delivered,2025-03-02 15:55:00
441,174,clicked,2025-03-02 17:20:00
442,175,sent,2025-03-01 10:00:00
443,175,delivered,2025-03-01 10:01:00
444,175,opened,2025-03-01 10:21:00
445,176,sent,2025-03-01 18:00:00
446,176,delivered,2025-03-01 18:52:00
447,177,sent,2025-03-01 12:00:00
448,178,sent,2025-03-02 18:00:00
449,178,delivered,2025-03-02 18:42:00
450,179,sent,2025-03-01 19:00:00
451,179,delivered,2025-03-01 19:49:00
452,179,opened,2025-03-01 21:35:00
453,180,sent,2025-03-01 16:00:00
454,180,delivered,2025-03-01 16:37:00
455,180,opened,2025-03-01 18:00:00
456,180,clicked,2025-03-01 21:22:00
457,181,sent,2025-03-01 19:00:00
458,181,delivered,2025-03-01 19:27:00
459,181,clicked,2025-03-01 23:25:00
460,182,sent,2025-03-02 19:00:00
461,182,delivered,2025-03-02 19:37:00
462,183,sent,2025-03-02 10:00:00
463,184,sent,2025-03-01 08:00:00
464,184,delivered,2025-03-01 08:45:00
465,184,opened,2025-03-01 12:29:00
466,184,clicked,2025-03-01 15:33:00
467,185,sent,2025-03-01 17:00:00
468,185,delivered,2025-03-01 17:58:00
469,185,opened,2025-03-01 20:41:00
470,186,sent,2025-03-02 09:00:00
471,187,sent,2025-03-02 17:00:00
472,187,delivered,2025-03-02 17:11:00
473,187,clicked,2025-03-02 19:34:00
474,188,sent,2025-03-02 18:00:00
475,188,delivered,2025-03-02 18:35:00
476,188,opened,2025-03-02 19:38:00
477,189,sent,2025-03-01 14:00:00
478,189,delivered,2025-03-01 14:33:00
479,189,opened,2025-03-01 15:45:00
480,190,sent,2025-03-02 09:00:00
481,190,delivered,2025-03-02 09:28:00
482,190,opened,2025-03-02 11:27:00
483,190,clicked,2025-03-02 15:07:00
484,191,sent,2025-03-01 15:00:00
485,191,delivered,2025-03-01 15:24:00
486,191,opened,2025-03-01 18:23:00
487,192,sent,2025-03-01 15:00:00
488,192,delivered,2025-03-01 15:10:00
489,193,sent,2025-03-01 15:00:00
490,193,delivered,2025-03-01 15:39:00
491,193,opened,2025-03-01 16:14:00
492,193,clicked,2025-03-01 19:40:00
493,194,sent,2025-03-02 14:00:00
494,194,delivered,2025-03-02 14:48:00
495,195,sent,2025-03-01 09:00:00
496,195,delivered,2025-03-01 09:45:00
497,195,opened,2025-03-01 10:14:00
498,196,sent,2025-03-02 12:00:00
499,196,delivered,2025-03-02 12:25:00
500,197,sent,2025-03-02 15:00:00
501,197,delivered,2025-03-02 15:32:00
502,198,sent,2025-03-02 10:00:00
503,198,delivered,2025-03-02 10:06:00
504,199,sent,2025-03-01 11:00:00
505,199,delivered,2025-03-01 11:46:00
506,199,opened,2025-03-01 14:19:00
507,200,sent,2025-03-01 10:00:00
508,200,delivered,2025-03-01 10:03:00
509,200,opened,2025-03-01 12:37:00
510,201,sent,2025-03-01 13:00:00
511,201,delivered,2025-03-01 13:35:00
512,202,sent,2025-03-01 19:00:00
513,202,delivered,2025-03-01 19:08:00
514,203,sent,2025-03-02 11:00:00
515,203,delivered,2025-03-02 11:57:00
516,204,sent,2025-03-01 11:00:00
517,204,delivered,2025-03-01 11:25:00
518,205,sent,2025-03-01 10:00:00
519,205,delivered,2025-03-01 10:04:00
520,205,opened,2025-03-01 10:38:00
521,206,sent,2025-03-01 12:00:00
522,206,delivered,2025-03-01 12:24:00
523,206,opened,2025-03-01 12:41:00
524,207,sent,2025-03-02 08:00:00
525,208,sent,2025-03-02 11:00:00
526,208,delivered,2025-03-02 11:24:00
527,208,opened,2025-03-02 12:11:00
528,209,sent,2025-03-02 10:00:00
529,210,sent,2025-03-02 13:00:00
530,210,delivered,2025-03-02 13:55:00
531,210,opened,2025-03-02 16:39:00
532,210,clicked,2025-03-02 18:29:00
533,211,sent,2025-03-01 14:00:00
534,211,delivered,2025-03-01 14:43:00
535,212,sent,2025-03-02 18:00:00
536,212,delivered,2025-03-02 18:02:00
537,212,opened,2025-03-02 21:31:00
538,212,clicked,2025-03-03 01:03:00
539,213,sent,2025-03-02 15:00:00
540,213,delivered,2025-03-02 15:05:00
541,214,sent,2025-03-02 10:00:00
542,214,delivered,2025-03-02 10:41:00
543,215,sent,2025-03-02 16:00:00
544,215,delivered,2025-03-02 16:58:00
545,215,opened,2025-03-02 19:46:00
546,216,sent,2025-03-02 17:00:00
547,216,delivered,2025-03-02 17:04:00
548,217,sent,2025-03-02 11:00:00
549,217,delivered,2025-03-02 11:44:00
550,217,opened,2025-03-02 14:03:00
551,218,sent,2025-03-01 10:00:00
552,218,delivered,2025-03-01 10:49:00
553,219,sent,2025-03-02 17:00:00
554,219,delivered,2025-03-02 17:33:00
555,219,opened,2025-03-02 17:45:00
556,220,sent,2025-03-01 08:00:00
557,220,delivered,2025-03-01 08:18:00
558,220,opened,2025-03-01 10:50:00
559,221,sent,2025-03-01 15:00:00
560,221,delivered,2025-03-01 15:12:00
561,222,sent,2025-03-02 12:00:00
562,222,delivered,2025-03-02 12:52:00
563,222,opened,2025-03-02 14:44:00
564,223,sent,2025-03-02 11:00:00
565,223,delivered,2025-03-02 11:56:00
566,224,sent,2025-03-01 16:00:00
567,224,delivered,2025-03-01 16:05:00
568,224,clicked,2025-03-01 17:22:00
569,225,sent,2025-03-02 15:00:00
570,225,delivered,2025-03-02 15:58:00
571,225,opened,2025-03-02 16:55:00
572,226,sent,2025-03-02 08:00:00
573,226,delivered,2025-03-02 08:04:00
574,227,sent,2025-03-01 13:00:00
575,228,sent,2025-03-01 18:00:00
576,228,delivered,2025-03-01 18:46:00
577,228,clicked,2025-03-01 19:45:00
578,229,sent,2025-03-02 11:00:00
579,229,delivered,2025-03-02 11:57:00
580,229,opened,2025-03-02 12:47:00
581,229,clicked,2025-03-02 14:14:00
582,230,sent,2025-03-02 19:00:00
583,230,delivered,2025-03-02 19:14:00
584,231,sent,2025-03-02 19:00:00
585,231,delivered,2025-03-02 19:39:00
586,231,opened,2025-03-02 23:18:00
587,232,sent,2025-03-01 17:00:00
588,232,delivered,2025-03-01 17:35:00
589,232,opened,2025-03-01 21:08:00
590,232,clicked,2025-03-01 22:38:00
591,233,sent,2025-03-01 18:00:00
592,233,delivered,2025-03-01 18:23:00
593,233,opened,2025-03-01 21:58:00
594,233,clicked,2025-03-01 23:13:00
595,234,sent,2025-03-01 15:00:00
596,235,sent,2025-03-01 12:00:00
597,235,delivered,2025-03-01 12:59:00
598,235,opened,2025-03-01 16:48:00
599,236,sent,2025-03-02 11:00:00
600,237,sent,2025-03-02 11:00:00
601,237,delivered,2025-03-02 11:08:00
602,237,opened,2025-03-02 12:09:00
603,238,sent,2025-03-02 15:00:00
604,238,delivered,2025-03-02 15:39:00
605,239,sent,2025-03-01 09:00:00
606,239,delivered,2025-03-01 09:54:00
607,240,sent,2025-03-01 08:00:00
608,240,delivered,2025-03-01 08:42:00
609,241,sent,2025-03-01 17:00:00
610,241,delivered,2025-03-01 17:40:00
611,242,sent,2025-03-01 14:00:00
612,242,delivered,2025-03-01 14:13:00
613,243,sent,2025-03-01 09:00:00
614,243,delivered,2025-03-01 09:30:00
615,243,opened,2025-03-01 12:04:00
616,244,sent,2025-03-02 16:00:00
617,244,delivered,2025-03-02 16:33:00
618,244,opened,2025-03-02 19:36:00
619,244,clicked,2025-03-02 21:54:00
620,245,sent,2025-03-02 10:00:00
621,245,delivered,2025-03-02 10:17:00
622,246,sent,2025-03-02 09:00:00
623,246,delivered,2025-03-02 09:24:00
624,247,sent,2025-03-01 16:00:00
625,247,delivered,2025-03-01 16:22:00
626,248,sent,2025-03-02 14:00:00
627,248,delivered,2025-03-02 14:50:00
628,249,sent,2025-03-01 18:00:00
629,249,delivered,2025-03-01 18:24:00
630,249,clicked,2025-03-01 18:36:00
631,250,sent,2025-03-01 18:00:00
632,250,delivered,2025-03-01 18:36:00
633,251,sent,2025-03-02 13:00:00
634,251,delivered,2025-03-02 13:44:00
635,251,opened,2025-03-02 15:51:00
636,252,sent,2025-03-01 16:00:00
637,252,delivered,2025-03-01 16:10:00
638,253,sent,2025-03-02 18:00:00
639,253,delivered,2025-03-02 18:01:00
640,253,opened,2025-03-02 21:47:00
641,254,sent,2025-03-01 14:00:00
642,254,delivered,2025-03-01 14:50:00
643,255,sent,2025-03-02 18:00:00
644,255,delivered,2025-03-02 18:44:00
645,255,opened,2025-03-02 21:41:00
646,256,sent,2025-03-02 10:00:00
647,256,delivered,2025-03-02 10:39:00
648,256,opened,2025-03-02 12:35:00
649,257,sent,2025-03-01 13:00:00
650,257,delivered,2025-03-01 13:41:00
651,257,clicked,2025-03-01 16:58:00
652,258,sent,2025-03-02 17:00:00
653,258,delivered,2025-03-02 17:47:00
654,258,opened,2025-03-02 19:54:00
655,259,sent,2025-03-02 12:00:00
656,259,delivered,2025-03-02 12:09:00
657,260,sent,2025-03-01 11:00:00
658,260,delivered,2025-03-01 11:44:00
659,261,sent,2025-03-02 16:00:00
660,261,delivered,2025-03-02 16:16:00
661,261,opened,2025-03-02 18:37:00
662,262,sent,2025-03-02 15:00:00
663,263,sent,2025-03-01 09:00:00
664,263,delivered,2025-03-01 09:59:00
665,264,sent,2025-03-01 18:00:00
666,264,delivered,2025-03-01 18:04:00
667,265,sent,2025-03-01 15:00:00
668,265,delivered,2025-03-01 15:38:00
669,266,sent,2025-03-01 18:00:00
670,266,delivered,2025-03-01 18:23:00
671,266,opened,2025-03-01 21:58:00
672,267,sent,2025-03-01 12:00:00
673,267,delivered,2025-03-01 12:17:00
674,268,sent,2025-03-01 10:00:00
675,268,delivered,2025-03-01 10:16:00
676,268,opened,2025-03-01 12:17:00
677,269,sent,2025-03-02 18:00:00
678,269,delivered,2025-03-02 18:17:00
679,270,sent,2025-03-02 16:00:00
680,270,delivered,2025-03-02 16:11:00
681,271,sent,2025-03-02 09:00:00
682,271,delivered,2025-03-02 09:09:00
683,272,sent,2025-03-02 14:00:00
